Start= Hong Kong, Goal= JFK, Date= 11/07/19, Time= 01:27:00, Changes= 1, Duration= 9, Cost= 622
Start= Hong Kong, Goal= Düsseldorf, Date= 11/15/19, Time= 07:46:00, Changes= 4, Duration= 11, Cost= 352
Start= NewArk, Goal= Düsseldorf, Date= 11/15/19, Time= 04:55:00, Changes= 3, Duration= 10, Cost= 269
Start= Düsseldorf, Goal= Hong Kong, Date= 11/15/19, Time= 11:43:00, Changes= 5, Duration= 22, Cost= 131
Start= NewArk, Goal= Hong Kong, Date= 11/15/19, Time= 19:45:00, Changes= 4, Duration= 13, Cost= 231
Start= Hong Kong, Goal= Düsseldorf, Date= 11/15/19, Time= 03:03:00, Changes= 3, Duration= 11, Cost= 461
Start= JFK, Goal= Düsseldorf, Date= 11/15/19, Time= 04:14:00, Changes= 4, Duration= 17, Cost= 298
Start= Düsseldorf, Goal= NewArk, Date= 11/15/19, Time= 19:28:00, Changes= 0, Duration= 7, Cost= 627
Start= JFK, Goal= Hong Kong, Date= 11/15/19, Time= 22:41:00, Changes= 1, Duration= 10, Cost= 589
Start= Düsseldorf, Goal= Hong Kong, Date= 11/15/19, Time= 04:02:00, Changes= 4, Duration= 17, Cost= 411
Start= Hong Kong, Goal= Düsseldorf, Date= 11/15/19, Time= 22:31:00, Changes= 1, Duration= 12, Cost= 485
Start= Hong Kong, Goal= Düsseldorf, Date= 11/15/19, Time= 19:00:00, Changes= 0, Duration= 7, Cost= 655
Start= Hong Kong, Goal= Düsseldorf, Date= 11/15/19, Time= 05:11:00, Changes= 5, Duration= 12, Cost= 262
Start= Düsseldorf, Goal= JFK, Date= 11/15/19, Time= 20:29:00, Changes= 5, Duration= 12, Cost= 291
Start= Hong Kong, Goal= JFK, Date= 11/15/19, Time= 07:15:00, Changes= 0, Duration= 9, Cost= 673
Start= JFK, Goal= Hong Kong, Date= 11/15/19, Time= 11:04:00, Changes= 5, Duration= 18, Cost= 320
Start= Düsseldorf, Goal= Hong Kong, Date= 11/15/19, Time= 03:08:00, Changes= 3, Duration= 14, Cost= 442
Start= JFK, Goal= Düsseldorf, Date= 11/15/19, Time= 14:58:00, Changes= 0, Duration= 9, Cost= 535
Start= JFK, Goal= Hong Kong, Date= 11/15/19, Time= 19:17:00, Changes= 1, Duration= 11, Cost= 566
Start= Düsseldorf, Goal= Hong Kong, Date= 11/15/19, Time= 01:17:00, Changes= 3, Duration= 16, Cost= 444
Start= JFK, Goal= Hong Kong, Date= 11/15/19, Time= 16:46:00, Changes= 4, Duration= 21, Cost= 155
Start= Düsseldorf, Goal= Hong Kong, Date= 11/15/19, Time= 15:55:00, Changes= 1, Duration= 11, Cost= 574
Start= JFK, Goal= Hong Kong, Date= 11/15/19, Time= 02:05:00, Changes= 2, Duration= 13, Cost= 402
Start= JFK, Goal= Hong Kong, Date= 11/15/19, Time= 04:22:00, Changes= 1, Duration= 8, Cost= 646
Start= Hong Kong, Goal= Düsseldorf, Date= 11/15/19, Time= 21:29:00, Changes= 0, Duration= 8, Cost= 503
Start= NewArk, Goal= Hong Kong, Date= 11/15/19, Time= 18:52:00, Changes= 0, Duration= 7, Cost= 575
Start= Düsseldorf, Goal= NewArk, Date= 11/15/19, Time= 12:34:00, Changes= 5, Duration= 12, Cost= 101
Start= Hong Kong, Goal= NewArk, Date= 11/15/19, Time= 21:28:00, Changes= 0, Duration= 8, Cost= 677
Start= Düsseldorf, Goal= Hong Kong, Date= 11/15/19, Time= 22:44:00, Changes= 4, Duration= 13, Cost= 207
Start= Hong Kong, Goal= Düsseldorf, Date= 11/15/19, Time= 22:45:00, Changes= 2, Duration= 15, Cost= 331
Start= Düsseldorf, Goal= NewArk, Date= 11/15/19, Time= 11:08:00, Changes= 3, Duration= 15, Cost= 479
Start= Düsseldorf, Goal= JFK, Date= 11/15/19, Time= 00:23:00, Changes= 3, Duration= 15, Cost= 283
Start= Düsseldorf, Goal= Hong Kong, Date= 11/15/19, Time= 14:39:00, Changes= 0, Duration= 9, Cost= 639
Start= NewArk, Goal= Hong Kong, Date= 11/15/19, Time= 05:13:00, Changes= 3, Duration= 16, Cost= 437
Start= JFK, Goal= Hong Kong, Date= 11/15/19, Time= 05:55:00, Changes= 1, Duration= 11, Cost= 503
Start= Hong Kong, Goal= Düsseldorf, Date= 11/15/19, Time= 04:41:00, Changes= 0, Duration= 7, Cost= 624
Start= Hong Kong, Goal= Düsseldorf, Date= 11/15/19, Time= 11:00:00, Changes= 1, Duration= 10, Cost= 455
Start= Hong Kong, Goal= JFK, Date= 11/15/19, Time= 03:25:00, Changes= 5, Duration= 18, Cost= 241
Start= Düsseldorf, Goal= JFK, Date= 11/15/19, Time= 21:25:00, Changes= 5, Duration= 14, Cost= 256
Start= NewArk, Goal= Düsseldorf, Date= 11/15/19, Time= 13:18:00, Changes= 4, Duration= 11, Cost= 405
Start= Hong Kong, Goal= NewArk, Date= 11/15/19, Time= 20:02:00, Changes= 1, Duration= 8, Cost= 574
Start= Hong Kong, Goal= NewArk, Date= 11/15/19, Time= 13:20:00, Changes= 3, Duration= 11, Cost= 388
Start= NewArk, Goal= Hong Kong, Date= 11/15/19, Time= 13:12:00, Changes= 0, Duration= 9, Cost= 631
Start= Hong Kong, Goal= Düsseldorf, Date= 11/15/19, Time= 12:05:00, Changes= 4, Duration= 17, Cost= 244
Start= Düsseldorf, Goal= NewArk, Date= 11/15/19, Time= 20:50:00, Changes= 4, Duration= 11, Cost= 358
Start= NewArk, Goal= Hong Kong, Date= 11/15/19, Time= 08:34:00, Changes= 5, Duration= 24, Cost= 159
Start= Hong Kong, Goal= Düsseldorf, Date= 11/15/19, Time= 07:10:00, Changes= 5, Duration= 18, Cost= 219
Start= Hong Kong, Goal= JFK, Date= 11/15/19, Time= 22:26:00, Changes= 4, Duration= 16, Cost= 310
Start= Düsseldorf, Goal= JFK, Date= 11/15/19, Time= 11:11:00, Changes= 5, Duration= 24, Cost= 199
Start= Hong Kong, Goal= Düsseldorf, Date= 11/15/19, Time= 04:13:00, Changes= 0, Duration= 7, Cost= 566
Start= Düsseldorf, Goal= JFK, Date= 11/15/19, Time= 10:52:00, Changes= 4, Duration= 16, Cost= 480
Start= Düsseldorf, Goal= NewArk, Date= 11/15/19, Time= 02:58:00, Changes= 1, Duration= 9, Cost= 526
Start= NewArk, Goal= Hong Kong, Date= 11/15/19, Time= 03:00:00, Changes= 4, Duration= 19, Cost= 313
Start= Düsseldorf, Goal= Hong Kong, Date= 11/15/19, Time= 05:24:00, Changes= 3, Duration= 12, Cost= 255
Start= JFK, Goal= Hong Kong, Date= 11/15/19, Time= 00:15:00, Changes= 4, Duration= 16, Cost= 242
Start= Hong Kong, Goal= JFK, Date= 11/15/19, Time= 02:36:00, Changes= 0, Duration= 9, Cost= 620
Start= JFK, Goal= Hong Kong, Date= 11/15/19, Time= 22:46:00, Changes= 4, Duration= 16, Cost= 265
Start= Hong Kong, Goal= Düsseldorf, Date= 11/15/19, Time= 06:39:00, Changes= 2, Duration= 11, Cost= 450
Start= NewArk, Goal= Hong Kong, Date= 11/15/19, Time= 21:32:00, Changes= 3, Duration= 11, Cost= 394
Start= Hong Kong, Goal= NewArk, Date= 11/15/19, Time= 10:46:00, Changes= 2, Duration= 12, Cost= 467
Start= NewArk, Goal= Düsseldorf, Date= 11/15/19, Time= 13:37:00, Changes= 3, Duration= 14, Cost= 401
Start= JFK, Goal= Hong Kong, Date= 11/15/19, Time= 12:36:00, Changes= 3, Duration= 12, Cost= 278
Start= JFK, Goal= Düsseldorf, Date= 11/15/19, Time= 20:31:00, Changes= 4, Duration= 15, Cost= 257
Start= Hong Kong, Goal= Düsseldorf, Date= 11/15/19, Time= 17:12:00, Changes= 4, Duration= 12, Cost= 392
Start= Hong Kong, Goal= JFK, Date= 11/15/19, Time= 01:45:00, Changes= 2, Duration= 11, Cost= 420
Start= Düsseldorf, Goal= Hong Kong, Date= 11/15/19, Time= 18:06:00, Changes= 2, Duration= 14, Cost= 408
Start= JFK, Goal= Hong Kong, Date= 11/15/19, Time= 17:27:00, Changes= 0, Duration= 7, Cost= 504
Start= Hong Kong, Goal= Düsseldorf, Date= 11/15/19, Time= 22:06:00, Changes= 3, Duration= 16, Cost= 398
Start= Düsseldorf, Goal= Hong Kong, Date= 11/15/19, Time= 15:07:00, Changes= 4, Duration= 17, Cost= 358
Start= Düsseldorf, Goal= Hong Kong, Date= 11/15/19, Time= 08:47:00, Changes= 2, Duration= 15, Cost= 511
Start= NewArk, Goal= Düsseldorf, Date= 11/15/19, Time= 16:38:00, Changes= 4, Duration= 15, Cost= 199
Start= NewArk, Goal= Düsseldorf, Date= 11/15/19, Time= 17:50:00, Changes= 4, Duration= 17, Cost= 141
Start= NewArk, Goal= Düsseldorf, Date= 11/15/19, Time= 13:25:00, Changes= 2, Duration= 10, Cost= 401
Start= Hong Kong, Goal= Düsseldorf, Date= 11/15/19, Time= 08:28:00, Changes= 4, Duration= 16, Cost= 351
Start= Düsseldorf, Goal= Hong Kong, Date= 11/15/19, Time= 18:48:00, Changes= 5, Duration= 14, Cost= 219
Start= NewArk, Goal= Düsseldorf, Date= 11/15/19, Time= 07:01:00, Changes= 5, Duration= 13, Cost= 337
Start= JFK, Goal= Düsseldorf, Date= 11/15/19, Time= 11:56:00, Changes= 1, Duration= 11, Cost= 625
Start= Hong Kong, Goal= Düsseldorf, Date= 11/15/19, Time= 03:39:00, Changes= 5, Duration= 12, Cost= 324
Start= NewArk, Goal= Düsseldorf, Date= 11/15/19, Time= 17:07:00, Changes= 1, Duration= 8, Cost= 614
Start= Hong Kong, Goal= NewArk, Date= 11/15/19, Time= 23:19:00, Changes= 4, Duration= 21, Cost= 388
Start= Hong Kong, Goal= JFK, Date= 11/15/19, Time= 04:23:00, Changes= 0, Duration= 8, Cost= 644
Start= Düsseldorf, Goal= NewArk, Date= 11/15/19, Time= 11:18:00, Changes= 2, Duration= 11, Cost= 461
Start= NewArk, Goal= Düsseldorf, Date= 11/15/19, Time= 11:36:00, Changes= 1, Duration= 11, Cost= 588
Start= NewArk, Goal= Düsseldorf, Date= 11/15/19, Time= 06:12:00, Changes= 2, Duration= 11, Cost= 467
Start= Hong Kong, Goal= JFK, Date= 11/15/19, Time= 22:29:00, Changes= 1, Duration= 10, Cost= 539
Start= Hong Kong, Goal= Düsseldorf, Date= 11/15/19, Time= 22:34:00, Changes= 3, Duration= 13, Cost= 296
Start= Hong Kong, Goal= Düsseldorf, Date= 11/15/19, Time= 17:29:00, Changes= 1, Duration= 9, Cost= 503
Start= Düsseldorf, Goal= Hong Kong, Date= 11/15/19, Time= 09:13:00, Changes= 5, Duration= 19, Cost= 374
Start= Hong Kong, Goal= Düsseldorf, Date= 11/15/19, Time= 00:55:00, Changes= 5, Duration= 24, Cost= 256
Start= Hong Kong, Goal= JFK, Date= 11/15/19, Time= 12:13:00, Changes= 4, Duration= 12, Cost= 159
Start= NewArk, Goal= Hong Kong, Date= 11/15/19, Time= 09:56:00, Changes= 4, Duration= 12, Cost= 268
Start= Düsseldorf, Goal= NewArk, Date= 11/15/19, Time= 22:56:00, Changes= 4, Duration= 11, Cost= 282
Start= JFK, Goal= Hong Kong, Date= 11/15/19, Time= 20:32:00, Changes= 2, Duration= 13, Cost= 485
Start= Düsseldorf, Goal= Hong Kong, Date= 11/15/19, Time= 15:26:00, Changes= 1, Duration= 10, Cost= 467
Start= JFK, Goal= Düsseldorf, Date= 11/15/19, Time= 02:48:00, Changes= 1, Duration= 11, Cost= 578
Start= Düsseldorf, Goal= JFK, Date= 11/15/19, Time= 07:36:00, Changes= 1, Duration= 9, Cost= 481
Start= Düsseldorf, Goal= JFK, Date= 11/15/19, Time= 15:38:00, Changes= 2, Duration= 9, Cost= 558
Start= JFK, Goal= Hong Kong, Date= 11/15/19, Time= 20:25:00, Changes= 2, Duration= 13, Cost= 447
Start= Hong Kong, Goal= Düsseldorf, Date= 11/15/19, Time= 14:55:00, Changes= 5, Duration= 18, Cost= 7
Start= NewArk, Goal= Düsseldorf, Date= 11/15/19, Time= 17:50:00, Changes= 5, Duration= 17, Cost= 267
Start= Düsseldorf, Goal= Hong Kong, Date= 11/15/19, Time= 08:11:00, Changes= 4, Duration= 20, Cost= 151
Start= JFK, Goal= Hong Kong, Date= 11/15/19, Time= 22:00:00, Changes= 2, Duration= 11, Cost= 522
Start= Hong Kong, Goal= Düsseldorf, Date= 11/15/19, Time= 06:50:00, Changes= 4, Duration= 11, Cost= 307
Start= JFK, Goal= Hong Kong, Date= 11/15/19, Time= 16:29:00, Changes= 0, Duration= 7, Cost= 689
Start= Düsseldorf, Goal= NewArk, Date= 11/15/19, Time= 16:51:00, Changes= 0, Duration= 7, Cost= 656
Start= Düsseldorf, Goal= Hong Kong, Date= 11/15/19, Time= 12:10:00, Changes= 2, Duration= 10, Cost= 356
Start= Düsseldorf, Goal= Hong Kong, Date= 11/15/19, Time= 04:27:00, Changes= 4, Duration= 15, Cost= 370
Start= Düsseldorf, Goal= NewArk, Date= 11/15/19, Time= 20:50:00, Changes= 5, Duration= 14, Cost= 120
Start= NewArk, Goal= Hong Kong, Date= 11/15/19, Time= 10:53:00, Changes= 5, Duration= 12, Cost= 315
Start= Hong Kong, Goal= NewArk, Date= 11/15/19, Time= 18:03:00, Changes= 0, Duration= 9, Cost= 512
Start= Hong Kong, Goal= Düsseldorf, Date= 11/15/19, Time= 15:04:00, Changes= 4, Duration= 12, Cost= 230
Start= Düsseldorf, Goal= Hong Kong, Date= 11/15/19, Time= 11:00:00, Changes= 5, Duration= 12, Cost= 314
Start= Hong Kong, Goal= Düsseldorf, Date= 11/15/19, Time= 16:27:00, Changes= 1, Duration= 8, Cost= 470
Start= JFK, Goal= Düsseldorf, Date= 11/15/19, Time= 21:36:00, Changes= 3, Duration= 15, Cost= 279
Start= Hong Kong, Goal= JFK, Date= 11/15/19, Time= 03:22:00, Changes= 1, Duration= 12, Cost= 479
Start= Hong Kong, Goal= Düsseldorf, Date= 11/15/19, Time= 06:25:00, Changes= 0, Duration= 8, Cost= 655
Start= Hong Kong, Goal= Düsseldorf, Date= 11/15/19, Time= 18:37:00, Changes= 0, Duration= 9, Cost= 650
Start= NewArk, Goal= Hong Kong, Date= 11/15/19, Time= 20:01:00, Changes= 1, Duration= 8, Cost= 458
Start= Hong Kong, Goal= NewArk, Date= 11/15/19, Time= 20:32:00, Changes= 2, Duration= 14, Cost= 510
Start= NewArk, Goal= Düsseldorf, Date= 11/15/19, Time= 19:07:00, Changes= 2, Duration= 13, Cost= 448
Start= Hong Kong, Goal= JFK, Date= 11/15/19, Time= 01:41:00, Changes= 3, Duration= 18, Cost= 430
Start= NewArk, Goal= Düsseldorf, Date= 11/15/19, Time= 13:31:00, Changes= 5, Duration= 13, Cost= 375
Start= JFK, Goal= Hong Kong, Date= 11/15/19, Time= 00:23:00, Changes= 5, Duration= 22, Cost= 121
Start= Hong Kong, Goal= NewArk, Date= 11/15/19, Time= 06:10:00, Changes= 2, Duration= 13, Cost= 459
Start= JFK, Goal= Düsseldorf, Date= 11/15/19, Time= 17:01:00, Changes= 3, Duration= 16, Cost= 455
Start= Hong Kong, Goal= Düsseldorf, Date= 11/15/19, Time= 02:00:00, Changes= 3, Duration= 10, Cost= 259
Start= Düsseldorf, Goal= JFK, Date= 11/15/19, Time= 09:04:00, Changes= 0, Duration= 9, Cost= 686
Start= JFK, Goal= Hong Kong, Date= 11/15/19, Time= 14:28:00, Changes= 4, Duration= 13, Cost= 356
Start= Hong Kong, Goal= JFK, Date= 11/15/19, Time= 17:40:00, Changes= 2, Duration= 13, Cost= 545
Start= JFK, Goal= Hong Kong, Date= 11/15/19, Time= 17:06:00, Changes= 1, Duration= 11, Cost= 545
Start= Hong Kong, Goal= Düsseldorf, Date= 11/15/19, Time= 03:17:00, Changes= 5, Duration= 18, Cost= 76
Start= JFK, Goal= Düsseldorf, Date= 11/15/19, Time= 08:24:00, Changes= 1, Duration= 12, Cost= 487
Start= Hong Kong, Goal= NewArk, Date= 11/15/19, Time= 12:15:00, Changes= 5, Duration= 18, Cost= 114
Start= NewArk, Goal= Düsseldorf, Date= 11/15/19, Time= 14:31:00, Changes= 4, Duration= 11, Cost= 255
Start= Hong Kong, Goal= Düsseldorf, Date= 11/15/19, Time= 07:51:00, Changes= 1, Duration= 8, Cost= 550
Start= Hong Kong, Goal= NewArk, Date= 11/15/19, Time= 20:46:00, Changes= 2, Duration= 15, Cost= 383
Start= Hong Kong, Goal= JFK, Date= 11/15/19, Time= 21:51:00, Changes= 5, Duration= 23, Cost= 168
Start= Hong Kong, Goal= Düsseldorf, Date= 11/15/19, Time= 06:27:00, Changes= 3, Duration= 17, Cost= 368
Start= NewArk, Goal= Düsseldorf, Date= 11/15/19, Time= 23:29:00, Changes= 3, Duration= 14, Cost= 490
Start= Düsseldorf, Goal= Hong Kong, Date= 11/15/19, Time= 10:14:00, Changes= 4, Duration= 11, Cost= 274
Start= Düsseldorf, Goal= Hong Kong, Date= 11/15/19, Time= 19:59:00, Changes= 4, Duration= 11, Cost= 237
Start= JFK, Goal= Hong Kong, Date= 11/15/19, Time= 19:13:00, Changes= 4, Duration= 11, Cost= 268
Start= JFK, Goal= Düsseldorf, Date= 11/15/19, Time= 04:25:00, Changes= 3, Duration= 12, Cost= 462
Start= Düsseldorf, Goal= Hong Kong, Date= 11/15/19, Time= 08:23:00, Changes= 5, Duration= 22, Cost= 330
Start= Hong Kong, Goal= NewArk, Date= 11/15/19, Time= 19:54:00, Changes= 2, Duration= 12, Cost= 424
Start= Düsseldorf, Goal= JFK, Date= 11/15/19, Time= 02:09:00, Changes= 2, Duration= 11, Cost= 489
Start= Düsseldorf, Goal= Hong Kong, Date= 11/15/19, Time= 15:10:00, Changes= 2, Duration= 10, Cost= 312
Start= Hong Kong, Goal= Düsseldorf, Date= 11/15/19, Time= 04:32:00, Changes= 4, Duration= 15, Cost= 274
Start= Hong Kong, Goal= JFK, Date= 11/15/19, Time= 18:52:00, Changes= 5, Duration= 17, Cost= 326
Start= NewArk, Goal= Hong Kong, Date= 11/15/19, Time= 21:05:00, Changes= 1, Duration= 10, Cost= 596
Start= NewArk, Goal= Hong Kong, Date= 11/15/19, Time= 00:10:00, Changes= 2, Duration= 11, Cost= 458
Start= Hong Kong, Goal= NewArk, Date= 11/15/19, Time= 04:28:00, Changes= 2, Duration= 13, Cost= 456
Start= Düsseldorf, Goal= NewArk, Date= 11/15/19, Time= 14:32:00, Changes= 5, Duration= 17, Cost= 307
Start= Hong Kong, Goal= NewArk, Date= 11/15/19, Time= 00:41:00, Changes= 2, Duration= 13, Cost= 475
Start= Düsseldorf, Goal= NewArk, Date= 11/15/19, Time= 06:25:00, Changes= 1, Duration= 10, Cost= 501
Start= NewArk, Goal= Düsseldorf, Date= 11/15/19, Time= 07:42:00, Changes= 1, Duration= 10, Cost= 544
Start= JFK, Goal= Hong Kong, Date= 11/15/19, Time= 20:31:00, Changes= 3, Duration= 16, Cost= 356
Start= Düsseldorf, Goal= Hong Kong, Date= 11/15/19, Time= 01:03:00, Changes= 1, Duration= 9, Cost= 602
Start= Hong Kong, Goal= JFK, Date= 11/15/19, Time= 21:56:00, Changes= 1, Duration= 10, Cost= 460
Start= JFK, Goal= Hong Kong, Date= 11/15/19, Time= 20:11:00, Changes= 1, Duration= 10, Cost= 531
Start= Düsseldorf, Goal= JFK, Date= 11/15/19, Time= 06:37:00, Changes= 4, Duration= 12, Cost= 257
Start= Hong Kong, Goal= NewArk, Date= 11/15/19, Time= 23:22:00, Changes= 4, Duration= 15, Cost= 160
Start= Hong Kong, Goal= Düsseldorf, Date= 11/15/19, Time= 18:06:00, Changes= 1, Duration= 10, Cost= 573
Start= Hong Kong, Goal= JFK, Date= 11/15/19, Time= 16:05:00, Changes= 0, Duration= 8, Cost= 508
Start= Düsseldorf, Goal= Hong Kong, Date= 11/15/19, Time= 07:04:00, Changes= 5, Duration= 22, Cost= 210
Start= Düsseldorf, Goal= JFK, Date= 11/15/19, Time= 18:33:00, Changes= 2, Duration= 9, Cost= 352
Start= Düsseldorf, Goal= NewArk, Date= 11/15/19, Time= 12:55:00, Changes= 2, Duration= 11, Cost= 408
Start= Hong Kong, Goal= Düsseldorf, Date= 11/15/19, Time= 02:30:00, Changes= 0, Duration= 7, Cost= 618
Start= Hong Kong, Goal= Düsseldorf, Date= 11/15/19, Time= 08:26:00, Changes= 5, Duration= 23, Cost= 427
Start= Düsseldorf, Goal= NewArk, Date= 11/15/19, Time= 22:39:00, Changes= 1, Duration= 9, Cost= 450
Start= Düsseldorf, Goal= Hong Kong, Date= 11/15/19, Time= 12:59:00, Changes= 4, Duration= 21, Cost= 306
Start= Hong Kong, Goal= JFK, Date= 11/15/19, Time= 10:39:00, Changes= 0, Duration= 8, Cost= 589
Start= Düsseldorf, Goal= NewArk, Date= 11/15/19, Time= 08:38:00, Changes= 2, Duration= 13, Cost= 412
Start= NewArk, Goal= Hong Kong, Date= 11/15/19, Time= 10:48:00, Changes= 0, Duration= 7, Cost= 521
Start= Hong Kong, Goal= NewArk, Date= 11/15/19, Time= 02:55:00, Changes= 4, Duration= 12, Cost= 409
Start= NewArk, Goal= Hong Kong, Date= 11/15/19, Time= 14:32:00, Changes= 5, Duration= 24, Cost= 183
Start= Hong Kong, Goal= JFK, Date= 11/15/19, Time= 14:26:00, Changes= 3, Duration= 16, Cost= 300
Start= Düsseldorf, Goal= NewArk, Date= 11/15/19, Time= 17:54:00, Changes= 5, Duration= 13, Cost= 208
Start= Hong Kong, Goal= JFK, Date= 11/15/19, Time= 16:35:00, Changes= 3, Duration= 14, Cost= 414
Start= Düsseldorf, Goal= JFK, Date= 11/15/19, Time= 01:57:00, Changes= 5, Duration= 13, Cost= 195
Start= Hong Kong, Goal= JFK, Date= 11/15/19, Time= 07:08:00, Changes= 2, Duration= 10, Cost= 352
Start= Hong Kong, Goal= JFK, Date= 11/15/19, Time= 18:11:00, Changes= 5, Duration= 24, Cost= 141
Start= Hong Kong, Goal= NewArk, Date= 11/15/19, Time= 03:03:00, Changes= 0, Duration= 8, Cost= 666
Start= Düsseldorf, Goal= JFK, Date= 11/15/19, Time= 00:53:00, Changes= 5, Duration= 23, Cost= 298
Start= Düsseldorf, Goal= Hong Kong, Date= 11/15/19, Time= 03:09:00, Changes= 4, Duration= 20, Cost= 147
Start= Hong Kong, Goal= NewArk, Date= 11/15/19, Time= 01:32:00, Changes= 1, Duration= 10, Cost= 466
Start= NewArk, Goal= Hong Kong, Date= 11/15/19, Time= 06:47:00, Changes= 5, Duration= 19, Cost= 273
Start= JFK, Goal= Hong Kong, Date= 11/15/19, Time= 19:20:00, Changes= 5, Duration= 23, Cost= 98
Start= JFK, Goal= Hong Kong, Date= 11/15/19, Time= 13:12:00, Changes= 5, Duration= 23, Cost= 312
Start= Düsseldorf, Goal= Hong Kong, Date= 11/15/19, Time= 19:13:00, Changes= 4, Duration= 13, Cost= 150
Start= Hong Kong, Goal= Düsseldorf, Date= 11/15/19, Time= 04:08:00, Changes= 3, Duration= 17, Cost= 468
Start= Hong Kong, Goal= Düsseldorf, Date= 11/15/19, Time= 13:14:00, Changes= 2, Duration= 11, Cost= 437
Start= Hong Kong, Goal= NewArk, Date= 11/15/19, Time= 18:39:00, Changes= 4, Duration= 21, Cost= 243
Start= NewArk, Goal= Hong Kong, Date= 11/15/19, Time= 04:29:00, Changes= 4, Duration= 17, Cost= 391
Start= NewArk, Goal= Hong Kong, Date= 11/15/19, Time= 18:21:00, Changes= 5, Duration= 24, Cost= 183
Start= Hong Kong, Goal= Düsseldorf, Date= 11/15/19, Time= 22:36:00, Changes= 4, Duration= 21, Cost= 206
Start= Düsseldorf, Goal= JFK, Date= 11/15/19, Time= 20:17:00, Changes= 1, Duration= 10, Cost= 555
Start= Hong Kong, Goal= NewArk, Date= 11/15/19, Time= 21:34:00, Changes= 4, Duration= 17, Cost= 399
Start= JFK, Goal= Düsseldorf, Date= 11/15/19, Time= 04:03:00, Changes= 4, Duration= 20, Cost= 246
Start= JFK, Goal= Hong Kong, Date= 11/15/19, Time= 18:17:00, Changes= 0, Duration= 9, Cost= 615
Start= Düsseldorf, Goal= Hong Kong, Date= 11/15/19, Time= 17:00:00, Changes= 5, Duration= 14, Cost= 175
Start= Düsseldorf, Goal= Hong Kong, Date= 11/15/19, Time= 18:33:00, Changes= 2, Duration= 13, Cost= 457
Start= NewArk, Goal= Düsseldorf, Date= 11/15/19, Time= 16:34:00, Changes= 0, Duration= 9, Cost= 639
Start= NewArk, Goal= Hong Kong, Date= 11/15/19, Time= 09:22:00, Changes= 1, Duration= 10, Cost= 429
Start= Hong Kong, Goal= NewArk, Date= 11/15/19, Time= 02:16:00, Changes= 3, Duration= 16, Cost= 435
Start= Hong Kong, Goal= NewArk, Date= 11/15/19, Time= 11:00:00, Changes= 5, Duration= 24, Cost= 283
Start= NewArk, Goal= Hong Kong, Date= 11/15/19, Time= 23:25:00, Changes= 3, Duration= 14, Cost= 305
Start= Hong Kong, Goal= Düsseldorf, Date= 11/15/19, Time= 01:59:00, Changes= 2, Duration= 15, Cost= 552
Start= JFK, Goal= Düsseldorf, Date= 11/15/19, Time= 02:39:00, Changes= 5, Duration= 22, Cost= 319
Start= Hong Kong, Goal= Düsseldorf, Date= 11/15/19, Time= 07:20:00, Changes= 3, Duration= 18, Cost= 383
Start= Hong Kong, Goal= NewArk, Date= 11/15/19, Time= 04:22:00, Changes= 5, Duration= 18, Cost= 254
Start= NewArk, Goal= Düsseldorf, Date= 11/15/19, Time= 14:57:00, Changes= 1, Duration= 10, Cost= 521
Start= Hong Kong, Goal= NewArk, Date= 11/15/19, Time= 12:23:00, Changes= 2, Duration= 14, Cost= 374
Start= Hong Kong, Goal= Düsseldorf, Date= 11/15/19, Time= 08:13:00, Changes= 1, Duration= 10, Cost= 437
Start= NewArk, Goal= Düsseldorf, Date= 11/15/19, Time= 11:25:00, Changes= 3, Duration= 18, Cost= 426
Start= Düsseldorf, Goal= Hong Kong, Date= 11/15/19, Time= 18:27:00, Changes= 2, Duration= 9, Cost= 482
Start= Hong Kong, Goal= JFK, Date= 11/15/19, Time= 19:45:00, Changes= 4, Duration= 17, Cost= 346
Start= NewArk, Goal= Hong Kong, Date= 11/15/19, Time= 20:09:00, Changes= 4, Duration= 21, Cost= 423
Start= Hong Kong, Goal= NewArk, Date= 11/15/19, Time= 21:07:00, Changes= 0, Duration= 8, Cost= 543
Start= Düsseldorf, Goal= NewArk, Date= 11/15/19, Time= 20:44:00, Changes= 4, Duration= 15, Cost= 267
Start= NewArk, Goal= Hong Kong, Date= 11/15/19, Time= 21:12:00, Changes= 5, Duration= 14, Cost= 210
Start= Düsseldorf, Goal= JFK, Date= 11/15/19, Time= 18:17:00, Changes= 5, Duration= 12, Cost= 411
Start= Hong Kong, Goal= JFK, Date= 11/15/19, Time= 11:49:00, Changes= 2, Duration= 14, Cost= 542
Start= Hong Kong, Goal= JFK, Date= 11/15/19, Time= 17:02:00, Changes= 4, Duration= 21, Cost= 337
Start= Düsseldorf, Goal= Hong Kong, Date= 11/15/19, Time= 10:06:00, Changes= 3, Duration= 18, Cost= 359
Start= Hong Kong, Goal= Düsseldorf, Date= 11/15/19, Time= 15:11:00, Changes= 3, Duration= 18, Cost= 312
Start= Düsseldorf, Goal= JFK, Date= 11/15/19, Time= 06:58:00, Changes= 5, Duration= 19, Cost= 192
Start= Düsseldorf, Goal= NewArk, Date= 11/15/19, Time= 19:21:00, Changes= 1, Duration= 12, Cost= 597
Start= Düsseldorf, Goal= Hong Kong, Date= 11/15/19, Time= 11:17:00, Changes= 2, Duration= 13, Cost= 392
